gene,logFC,logCPM,F,PValue,FDR
XIRP1,1.66128375422515,10.1148209430852,6.97788955925596,0.0138850546016086,0.599963686413994
HHEX,-0.591695664507064,1.1701896116791,6.94886952037667,0.0140632704729971,0.599963686413994
BRCA2,-0.631769718745326,-2.15647211389472,6.96450440486387,0.0140695683746731,0.599963686413994
NEK10,-0.633513538772012,4.69218932929393,6.91677042899612,0.014261087547373,0.603445384605409
TNFRSF4,-0.60277715908108,0.643163509929198,6.88382678159105,0.0144700639521303,0.607707376069591
ADRA1D,-0.637282792336005,-0.998048713502561,6.81774956752878,0.0149087484629681,0.609322095198618
AHRR,1.51008820406224,1.45959951827831,6.81521220934105,0.0149119607740303,0.609322095198618
AC016722.1,-0.927569976430091,-2.67210334544517,6.81396013113145,0.0150647175724234,0.609322095198618
ERRFI1,0.678523581301478,3.9313496279706,6.78661637109554,0.0150997189567621,0.609322095198618
MYBPHL,2.29656379720519,-0.121102404248454,6.7145533683753,0.0156089148540082,0.609322095198618
STIM2-AS1,-1.00200506416497,-2.25053711792569,6.68585179918251,0.015921423729201,0.609322095198618
LINC01424,0.591782679804938,-2.75356538969437,6.63993155737121,0.0162772424631359,0.609322095198618
MYC,0.93806851790713,2.727956184463,6.61526788659795,0.0162877567026311,0.609322095198618
FSCN1,-0.586353775614397,2.96562935436488,6.60043284282127,0.0163952112847761,0.609322095198618
VASH2,0.68600167747308,-0.0526570992798428,6.5657997778951,0.0166537314455001,0.609322095198618
THRSP,-0.91852828449475,1.96978132535942,6.55837956900388,0.0167049866506565,0.609322095198618
RUNX1,1.50297768123328,3.03019246172361,6.52820596642672,0.0169304341773705,0.609322095198618
ZNF439,-0.71559631390298,-0.160130772604783,6.52323690143154,0.016972776622328,0.609322095198618
AC007406.3,-0.609409506370212,-1.27914316519689,6.49374182830949,0.0172167945097713,0.609322095198618
CXCR6,-0.813104256816336,2.92813874455536,6.47014461466966,0.0173745280856351,0.609322095198618
LINCMD1,1.22027309937974,6.45483299746574,6.46952476523618,0.0173791707826477,0.609322095198618
ABHD2,0.885537578313226,5.07120103061776,6.46797661080782,0.0173911915632978,0.609322095198618
KIF26B,-0.621096875737733,-0.514352978981097,6.42970778158209,0.0176990326113235,0.609322095198618
DUSP4,1.13997421464032,1.36063115721997,6.41220481485993,0.0178313705935053,0.609322095198618
F2R,-0.705528269645744,2.40948924219597,6.41163032088477,0.0178352184920913,0.609322095198618
TLR1,-0.609632850214736,-1.1201299754095,6.39653618416886,0.0179746267728386,0.609322095198618
LINC01356,-0.612927893590476,2.19780377719188,6.37320827795691,0.0181450686390772,0.609322095198618
GTSE1,-1.00167096571217,-2.27380744125851,6.38005884728206,0.0182348658976599,0.609322095198618
JCHAIN,1.12256728485049,-0.387843716874422,6.34928730243194,0.0183495219993717,0.609322095198618
DCLK1,0.594860634296467,2.54140838555609,6.34442354550847,0.0183808162386597,0.609322095198618
PTPRD-AS1,0.987436042706057,-2.77431171916277,6.33148648707409,0.0185715896002949,0.609322095198618
INSYN1,0.877592051307353,0.96333900499803,6.31871610938412,0.0185956709999269,0.609322095198618
LIMK1,0.65599609703997,2.75126532816656,6.31066958976124,0.0186617724867641,0.609322095198618
LINC01679,0.677601305422407,-2.21239174257878,6.32530858679941,0.018666405374458,0.609322095198618
MDFI,0.720133910295113,-1.2507057197423,6.31041428075738,0.0186904524627627,0.609322095198618
AC011611.3,1.0545282989091,0.143157782959967,6.27950830646321,0.0189295285707733,0.609322095198618
CHRNA5,1.12093024542144,-0.0335512424206724,6.24833689616181,0.0191987236109337,0.609322095198618
MEDAG,0.580323837620036,1.98418408656971,6.24563975006493,0.0192168946695759,0.609322095198618
SOCS3,1.28101868591479,1.8972166147327,6.22878589615205,0.0193638800460083,0.609322095198618
STAP2,-0.714616768163335,-1.30700195606796,6.17445742551102,0.0198738041017637,0.609322095198618
SAMD5,-0.792792184033384,-1.21413690284044,6.16633868774069,0.0199432517517865,0.609322095198618
EN2,1.0270781670809,-1.2908329013989,6.14734742744316,0.0201274550320694,0.609322095198618
DNAJA4,0.964315528231207,7.78580090006544,6.1377084385808,0.0201777644704912,0.609322095198618
TCTEX1D4,0.770090731324688,-1.59011571793021,6.12609132498557,0.0203366941576774,0.609322095198618
DNAJB4,0.688354901055724,6.30830260935015,6.10248092236282,0.0205029419043402,0.610638328562731
AKR1B15,1.17410009279359,2.8565225911162,6.08858616159031,0.0206329759949885,0.610886928764893
TLR2,-0.620522949173259,-0.572652569935468,6.03351044442,0.0211656706736576,0.612611887942189
EXTL1,-0.677187320077841,4.61979642358129,6.00325104176266,0.0214504358037089,0.612611887942189
PLK4,-0.652842830808502,-1.89795741032791,5.92030235043387,0.0223643190084838,0.613441188242837
FAM118A,-0.607557277819939,5.26548457531868,5.90098558229573,0.022477789028513,0.613441188242837
TAS1R1,-0.896132274604838,0.589180146923737,5.86250644759742,0.0228808041743631,0.613441188242837
NPPA,-0.958462032261163,-1.89363286584286,5.86226299727391,0.0229825941389156,0.613441188242837
AC109361.2,1.04670392001038,-2.0882516494399,5.8127269551088,0.0235355948893641,0.613441188242837
LRRC4,1.55979660600072,0.101176300928326,5.79701711128699,0.0235856209517858,0.613441188242837
SLC22A3,0.791102563146044,5.36012267453184,5.79497286993989,0.0236005287058654,0.613441188242837
PRRT4,0.937517929911278,2.11198998931628,5.74954593078667,0.0241011374490283,0.615409355471791
EGR1,0.959056722451668,4.32826482983848,5.74819078138622,0.0241155905234429,0.615409355471791
IFNG-AS1,1.12302167862862,-2.34721940397257,5.730929200717,0.0244460198218878,0.615409355471791
RAB15,1.2925650360901,3.88952341145805,5.68519534601455,0.0248289150815961,0.616857800580499
EGR2,0.970234434102375,-1.09602674720445,5.65158930156142,0.0252478066082305,0.619671898536312
IGFBP3,-0.724513249806246,3.44384142494452,5.61310227683234,0.0256740490539465,0.619671898536312
C1orf105,0.966233332509387,-0.929398524613431,5.60883947622128,0.0257468204407423,0.619671898536312
HTR7,1.50112808618177,0.842629431348084,5.59651738594693,0.0258758379656203,0.619671898536312
ZNF711,-0.71755318624703,1.51485220472684,5.5890212341396,0.025964302833905,0.619671898536312
CNTNAP3B,-0.593501798643635,1.06872805835261,5.5765459031966,0.0261162912442407,0.619671898536312
GALNT6,-0.938495781241217,-1.67953820807542,5.56656025825179,0.0263098481133403,0.619671898536312
CCDC136,1.14549491769997,3.46510822852308,5.51234045676502,0.0269091883905798,0.619671898536312
HPD,-0.794371065168754,-0.366506484569842,5.47682358227119,0.0273682852348731,0.619671898536312
PTPRR,-0.621170493427973,-0.597335807399864,5.474325527715,0.027402692681274,0.619671898536312
ITIH4,0.71314241754841,7.85577401222357,5.43893802281535,0.0278502908198633,0.619671898536312
ENAH,0.957214666883931,6.44650271624611,5.41194733186037,0.028205501314605,0.619671898536312
CENPF,-0.760731998211885,-1.27057327125733,5.41316774677487,0.0282214519147868,0.619671898536312
KIF18B,-0.883583661863841,-2.18996105073266,5.4092250038787,0.0284009913727364,0.619671898536312
BRINP1,-0.883871414033681,-1.90776810775376,5.39442512983764,0.0285477401778007,0.619671898536312
ARRDC2,-0.700504631341381,5.70344573017947,5.38168668124452,0.0286097334071777,0.619671898536312
